accreditation,category,duration,name,organization,reviews,score,subscription_type,subscription_value,weekly_study
False,Teaching,3 weeks,Exploring Gender Equality in Education,British Council,67,4.9 ,Free,Digital upgrade,4 hours
False,Business & Management,2 weeks,"Digital Marketing Strategy: Tactics, Action and Control",The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,History,3 weeks,Discover the Hidden History of York,University of York,88,3.4 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,Digital Marketing Strategy: Situation Analysis,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Digital Marketing Strategy: Developing Strategy and Strategic Positioning,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Digital Marketing Strategy: Creating Objectives and Using Measurement Frameworks,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,3 weeks,Crisis Leadership,Deakin University,11,4.7 ,€23.99/month,Unlimited subscription,3 hours
True,Business & Management,3 weeks,Compelling Narratives for Complex Decisions: Policy Analyst Fundamentals,FrankCapability,,,€14,Premium course,3 hours
False,Business & Management,2 weeks,Understanding Marketing Basics,The University of Kent,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,3 weeks,A Beginner’s Guide to Critical and Creative Thinking,New Scientist,,,€119,Premium course,2 hours
False,Law,4 weeks,What is International Human Rights Law?,The University of Kent,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,Uncovering Your Entrepreneurial Potential,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Digital Marketing Analytics and Measurement: Goals and Attribution Modelling,The Open University,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,2 weeks,Digital Marketing Analytics and Measurement: Advanced Web Analytics,The Open University,,,€36/month,Part of ExpertTrack,3 hours
False,Business & Management,3 weeks,Decision Making: How to Choose the Right Problem to Solve,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
True,IT & Computer Science,1 week,Creating engaging content for Social Media,New Zealand Institute of Education (NZIE),,,€14,Premium course,5 hours
False,IT & Computer Science,4 weeks,Build a Physical Computing Prototype,Lancaster University,,,€23.99/month,Unlimited subscription,2 hours
False,Teaching,8 weeks,Apprendre par le jeu avec les LEGO® Braille Bricks,The LEGO Foundation,,,Free,Digital upgrade,2 hours
False,Nature & Environment,4 weeks,An Introduction to Sustainability in the Built Environment,UK Green Building Council,11,3.9 ,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,4 weeks,A Reporter’s Toolkit for the Digital Age,The University of Kent,,,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,2 weeks,Video Game Design and Development: Video Game Character Design,Abertay University,46,4.6 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,2 weeks,A Survey of Substance Use Disorder,American Society of Addiction Medicine,,,€23.99/month,Unlimited subscription,4 hours
False,Psychology & Mental Health,3 weeks,Understanding and Tackling Adolescent to Parent Violence,Central Queensland University,,,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,4 weeks,Seeing: How the Brain Creates the Visual World,National Yang Ming Chiao Tung University,6,4.7 ,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,R for Regression and Machine Learning in Investment,Sungkyunkwan University (SKKU) ,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,2 weeks,Digital Marketing Analytics and Measurement: Reporting Dashboards,The Open University,,,€36/month,Part of ExpertTrack,3 hours
False,IT & Computer Science,2 weeks,Secure System Analysis and Design,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,4 weeks,Law's Absence and Law's Failings,The University of Kent,,,€23.99/month,Unlimited subscription,3 hours
True,Language,3 weeks,Learn Bahasa Melayu: Introduction to the Malay Language,Universiti Malaya,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,7 weeks,Introduction to Using Total Intravenous Anaesthesia (TIVA),LKS Faculty of Medicine Hong Kong University,5,3.6 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Nutrition Science: Lifestyle Medicine,University of Aberdeen,7,4.9 ,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,4 weeks,Introduction to Journalism and Reporting,The University of Kent,,,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,2 weeks,How Cyber Security Affects the Software Development Life Cycle,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Creative Arts & Media,3 weeks,"Introduction to Freehand Drawing for Architecture, Interiors and Design.",University for the Creative Arts,11,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,Language,5 weeks,HSK Standard Course Level 2: 2.3,ChinesePlus,,,€36/month,Part of ExpertTrack,2 hours
False,Language,5 weeks,HSK Standard Course Level 2: 2.2,ChinesePlus,,,€36/month,Part of ExpertTrack,2 hours
False,Language,5 weeks,HSK Standard Course Level 2: 2.1,ChinesePlus,,,€36/month,Part of ExpertTrack,2 hours
False,IT & Computer Science,2 weeks,Get Creative with People to Solve Problems,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,4 weeks,Feature Writing,The University of Kent,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Evidence and Data Collection for Problem Solving,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Digital Marketing Analytics and Measurement: Web Analytics in Perspective,The Open University,,,€36/month,Part of ExpertTrack,3 hours
False,Teaching,4 weeks,"Enriching curriculum through culture and heritage in Aotearoa, New Zealand",Museum of New Zealand Te Papa Tongarewa,,,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,EAL: English Language for Nature Conservation and Sustainability,Nelson Marlborough Institute of Technology (NMIT),12,4.4 ,€14,Premium course,2 hours
False,Creative Arts & Media,4 weeks,Design Thinking for Sustainable Development,Wintec,19,4.7 ,€14,Premium course,4 hours
False,IT & Computer Science,2 weeks,Cryptography and Digital Certificates,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,2 weeks,Create a Professional Online Presence,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Collaborative Working in a Remote Team,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Accounting for Today’s Dynamic World,Auckland University of Technology (AUT),6,4.2 ,€14,Premium course,2 hours
False,Teaching,4 weeks,Being a Flexible Music Teacher,ABRSM,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Accounting With Xero: A Beginner’s Guide,The Career Academy,,,€14,Premium course,4 hours
False,Healthcare & Medicine,3 weeks,Usage de drogues et réduction des risques,London School of Hygiene & Tropical Medicine,,,€23.99/month,Unlimited subscription,3 hours
True,Creative Arts & Media,5 weeks,A Beginner’s Guide to Basic Cooking Skills,International Culinary Studio,,,€14,Premium course,5 hours
False,Healthcare & Medicine,2 weeks,Understanding the Impact of Stigma on Addiction Treatment,American Society of Addiction Medicine,,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,4 weeks,Transforming Education in Challenging Environments,UCL (University College London) ,21,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Healthcare & Medicine,3 weeks,The Power of Genomics to Understand the COVID-19 Pandemic,Wellcome Connecting Science,45,4.7 ,Free,Digital upgrade,5 hours
False,IT & Computer Science,2 weeks,System Security Testing and Maintenance,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Healthcare & Medicine,2 weeks,The Neurobiology of Addiction,American Society of Addiction Medicine,6,4.2 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,2 weeks,Security System and Application Development,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Digital Marketing Analytics and Measurement: Web Analytics Planning and Tactics,The Open University,,,€36/month,Part of ExpertTrack,3 hours
True,Creative Arts & Media,2 weeks,Introduction to Emerging Technologies in a Professional Kitchen,International Culinary Studio,,,€14,Premium course,3 hours
False,Nature & Environment,4 weeks,Introduction to Emergency Management,Massey University,5,4.8 ,€14,Premium course,3 hours
False,Creative Arts & Media,5 weeks,Introduction to Digital Fashion Design Skills,University for the Creative Arts,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Introduction to Accounting and the Accounting System,Kaplan,,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,Internet of Things (IoT) and Sustainability,The Mind Lab,22,4.6 ,€14,Premium course,2 hours
False,Creative Arts & Media,10 weeks,Introduction to 3D Animation using Blender,VR Voom,18,4.2 ,€14,Premium course,2 hours
False,IT & Computer Science,2 weeks,Information Security Policy and Management,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
True,Creative Arts & Media,2 weeks,How to Manage Food Costing in the Catering and Restaurant Industry,International Culinary Studio,,,€14,Premium course,4 hours
False,IT & Computer Science,6 weeks,Introduction to Digital Transformation: Understand and Manage Digital Transformation in the Workplace,Media Design School,22,4.7 ,€14,Premium course,2 hours
True,Creative Arts & Media,5 weeks,How to Launch Your Own Food Product,International Culinary Studio,,,€14,Premium course,3 hours
False,Business & Management,2 weeks,How to Invest: Modern-Day Financial Decisions,Auckland University of Technology (AUT),,,€14,Premium course,2 hours
False,Law,4 weeks,How Politics Works: From the Individual to an International Scale,The University of Kent,,,€23.99/month,Unlimited subscription,6 hours
False,IT & Computer Science,2 weeks,Harnessing Emerging Disruptive Technologies,The Mind Lab,,,€14,Premium course,2 hours
True,Creative Arts & Media,2 weeks,Food Safety and Personal Hygiene in a Professional Kitchen,International Culinary Studio,38,4.5 ,€14,Premium course,2 hours
False,Business & Management,2 weeks,Global Shocks: How to Manage Change in the Global Business Environment,Auckland University of Technology (AUT),,,€14,Premium course,3 hours
True,Language,3 weeks,English Language Learning Through Sustainability,University of Otago,24,4.8 ,€14,Premium course,4 hours
True,Creative Arts & Media,2 weeks,Mastering the Culinary Art of Plating,International Culinary Studio,,,€14,Premium course,3 hours
False,Language,6 weeks,Learn English Through TV Drama Series: Upper Intermediate English Language,Chasing Time English,67,4.9 ,€14,Premium course,3 hours
False,IT & Computer Science,2 weeks,Learn about Current Digital Workplace Trends,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,Language,4 weeks,Learn English Through TV Drama Series: My Name is Lucky,Chasing Time English,24,4.9 ,€14,Premium course,4 hours
False,Nature & Environment,2 weeks,Leading Sustainable Communities and Organisations,The Mind Lab,22,4.6 ,€14,Premium course,2 hours
False,Language,4 weeks,Learn English Through TV Drama Series: Adrift,Chasing Time English,24,4.8 ,€14,Premium course,4 hours
False,Language,4 weeks,Learn English Through TV Drama Series: Skipper's Pass,Chasing Time English,270,4.8 ,€14,Premium course,4 hours
False,Healthcare & Medicine,3 weeks,Key Principles of Palliative Care,The University of the West Indies,7,4.6 ,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,3 weeks,Introduction to Tools for Robotics,Luleå University of Technology,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,10 weeks,"Introduction to VR Programming, Design, and Unity",VR Voom,8,4.6 ,€14,Premium course,2 hours
False,"Science, Engineering & Maths",3 weeks,Introduction to Maintenance Engineering,Luleå University of Technology,,,€23.99/month,Unlimited subscription,10 hours
True,Business & Management,2 weeks,Introduction to Menu Engineering,International Culinary Studio,,,€14,Premium course,3 hours
False,Healthcare & Medicine,2 weeks,Introduction to Medical Cannabis: Seed to Sale,The University of the West Indies,7,4.1 ,€23.99/month,Unlimited subscription,3 hours
True,Creative Arts & Media,2 weeks,Introduction to Sustainable Practices in Food Service,International Culinary Studio,11,4.7 ,€14,Premium course,1 hour
False,Language,3 weeks,Te Reo Māori: Introduction to Pronunciation,EduMaxi,53,4.8 ,€14,Premium course,2 hours
False,Nature & Environment,4 weeks,Sustainability in the New Zealand Wine Industry,Nelson Marlborough Institute of Technology (NMIT),14,4.4 ,€14,Premium course,3 hours
False,Nature & Environment,4 weeks,Sustainability and Biculturalism: Their Interrelationships and Impacts,Otago Polytechnic,,,€14,Premium course,3 hours
False,Nature & Environment,3 weeks,Sustainability: Energy Transition,University of Canterbury,29,4.5 ,€14,Premium course,4 hours
False,Nature & Environment,6 weeks,Smart Cities: Social Change Through Technology,University of Canterbury,,,€14,Premium course,2 hours
False,Study Skills,4 weeks,Skills for Higher Learning: Introduction to Academic Reading and Writing,Whitireia New Zealand,,,€14,Premium course,3 hours
False,Nature & Environment,3 weeks,Solving Sustainability Challenges with Te Ao Māori (Māori World View),Wintec,,,€14,Premium course,2 hours
False,Business & Management,4 weeks,Strategic Business Planning,Sentinel|9,,,€79,Premium course,3 hours
True,Healthcare & Medicine,2 weeks,Risk Assessment and Management,Universiti Malaya,,,€36/month,Part of ExpertTrack,6 hours
True,Healthcare & Medicine,2 weeks,Occupational Safety and Health Hazards,Universiti Malaya,,,€36/month,Part of ExpertTrack,6 hours
False,Nature & Environment,4 weeks,Overpopulation: Resource Depletion and Human Innovation,Adam Smith Center,,,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,4 weeks,Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK - ESPAÑOL),The University of Melbourne ,12,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK - PORTUGUESE),The University of Melbourne ,5,4.8 ,€23.99/month,Unlimited subscription,2 hours
False,Healthcare & Medicine,4 weeks,Nutrition Science: Food Choice and Behaviour,University of Aberdeen,7,4.6 ,€23.99/month,Unlimited subscription,5 hours
True,Creative Arts & Media,2 weeks,Professional Knife Skills,International Culinary Studio,18,4.4 ,€14,Premium course,2 hours
False,IT & Computer Science,2 weeks,Presenting Your Work with Impact: Presentation Skills Training,University of Leeds,,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,4 weeks,Exam Prep: AWS Certified Cloud Practitioner Foundations,AWS Training and Certification,,,€119,Premium course,3 hours
False,"Science, Engineering & Maths",3 weeks,Getting Started with Teaching Data Science in Schools,The University of Glasgow,11,4.5 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,4 weeks,Containerised Applications on AWS,AWS Training and Certification,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,4 weeks,A Beginner’s Guide to Interior Design Principles and Elements,British Academy of Interior Design,14,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,Psychology & Mental Health,4 weeks,Introduction to ADHD: What it is and How it’s Treated,Universidad de Palermo,9,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,4 weeks,"E-Waste and Battery Recycling: Technology, Design, and Challenges",EIT RawMaterials,,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Wellbeing and Resilience at Work,University of Leeds,8,5.0 ,€23.99/month,Unlimited subscription,3 hours
False,Healthcare & Medicine,6 weeks,Core Managers; Inclusive leadership in health and care,NHS Leadership Academy ,24,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,4 weeks,Understanding Politics,The University of Kent,,,€23.99/month,Unlimited subscription,6 hours
False,History,3 weeks,Travelling Books: History in Europe and Japan,Keio University,24,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,The Future of Cyber Security and Emerging Technologies,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Psychology & Mental Health,4 weeks,Understanding and Responding to Children who Run Away from Home and Institutions,Missing Children Europe,5,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Creative Arts & Media,3 weeks,The Design Thinking Toolbox,Wintec,,,€14,Premium course,4 hours
False,History,3 weeks,The True Story of Jamaican Jerk: Cooking and Caribbean Culture,The University of the West Indies,,,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,2 weeks,The Cyber Security Landscape,Coventry University,,,€23.99/month,Unlimited subscription,5 hours
False,Teaching,2 weeks,Teaching Digital Skills for Sustainable Education,The Mind Lab,10,4.8 ,€14,Premium course,3 hours
True,Healthcare & Medicine,2 weeks,"Personal Trainer's Toolkit: Building a Fitness Community, Client Retention for Trainers",Central Queensland University,,,€23.99/month,Unlimited subscription,4 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Build a Health and Fitness Business Network,Central Queensland University,,,€23.99/month,Unlimited subscription,3 hours
False,Teaching,3 weeks,Google for Education: How to Promote Group Work and Inspire Creativity,Tablet Academy,,,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Build an Outdoor Fitness Business,Central Queensland University,,,€23.99/month,Unlimited subscription,2 hours
False,Language,2 weeks,Improve your IELTS Speaking score,Macquarie University,1112,4.9 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,4 weeks,Google For Education: Staying Organised and Improving Communication,Tablet Academy,,,€23.99/month,Unlimited subscription,2 hours
False,History,2 weeks,Anarchy in the UK: A History of Punk from 1976-78,University of Reading,52,4.5 ,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,6 weeks,"Google Classroom: Share, Collect, and Manage Student Work Online",Tablet Academy,,,€23.99/month,Unlimited subscription,3 hours
False,History,2 weeks,Archaeology: from Dig to Lab and Beyond ,University of Reading,480,4.8 ,€23.99/month,Unlimited subscription,3 hours
False,Nature & Environment,3 weeks,Come Rain or Shine: Understanding the Weather,University of Reading,262,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,History,4 weeks,West Indies Cricket: Our Story,The University of the West Indies,9,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Nature & Environment,4 weeks,Understanding Biological Energy,"Royal Holloway, University of London ",30,4.7 ,€23.99/month,Unlimited subscription,3 hours
False,Psychology & Mental Health,2 weeks,Supporting young people’s mental wellbeing post-COVID,The University of Glasgow,7,4.4 ,€23.99/month,Unlimited subscription,4 hours
False,Study Skills,3 weeks,Supporting You with Your University Interview,University of York,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Designing and Building with Healthier Materials,Parsons School of Design,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Cultural Appropriation vs Cultural Appreciation,Livity,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Collaboration and Teamwork for Sustainable Innovation,Ubiquity University,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Cultivating Diversity through Research and Insights,Livity,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,"CRM Fundamentals and Practice: Salesforce Reports, Objects, and Data Management",FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Psychology & Mental Health,3 weeks,Body Image and Mental Health in Young People,Mental Health Foundation,9,4.3 ,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,CRM Fundamentals and Practice: Salesforce Automation and Best Practice,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,CRM Fundamentals and Practice: Introduction to Salesforce,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Language,3 weeks,Practise your PTE Academic Speaking Skills,Macquarie University,220,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,Teaching,5 weeks,Teaching English Grammar in Context,UCL (University College London) ,,,€64,Premium course,3 hours
False,Creative Arts & Media,3 weeks,Your Role in Sustainable Fashion: Sustainable Practices Across the Fashion Ecosystem,Parsons School of Design,6,4.8 ,€23.99/month,Unlimited subscription,3 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Workplace Health and Safety in a Fitness Setting,Central Queensland University,,,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Providing Nutritional Advice to Your Clients,Central Queensland University,,,€23.99/month,Unlimited subscription,5 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Mental Health First Aid for Fitness Trainers,Central Queensland University,,,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Developing Fitness Programs for Older People,Central Queensland University,,,€23.99/month,Unlimited subscription,2 hours
True,Healthcare & Medicine,2 weeks,Personal Trainer's Toolkit: Client Onboarding and Fitness Testing,Central Queensland University,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,Financial Analysis for Business Performance: Reporting and Stakeholder Management,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,5 weeks,Groupthink: Understanding the Need for a Diverse Workplace,Livity,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,4 weeks,"Financial Analysis for Business Performance: Planning, Budgeting, and Forecasting",FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Financial Analysis for Business Performance: Data-Driven Decision Making,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Financial Analysis for Business Decisions: Cash Flow Management,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Financial Analysis for Business Decisions: How to Use Tableau and Financial Modelling,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Financial Analysis for Business Decisions: Introduction to Data Analysis Tools and Capital Projects,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Creative Arts & Media,6 weeks,Fashion and Sustainability: Understanding Luxury Fashion in a Changing World,London College of Fashion,323,4.9 ,€23.99/month,Unlimited subscription,3 hours
True,"Science, Engineering & Maths",3 weeks,English for STEM: Understanding Maths Vocabulary,Macquarie University,,,€29,Premium course,2 hours
False,Business & Management,4 weeks,Emotional Intelligence and Critical Thinking for Problem Solving,Ubiquity University,,,€23.99/month,Unlimited subscription,3 hours
False,Politics & Society,5 weeks,"Drugs, Peace, and Development: Rethinking Policy",SOAS University of London,,,€23.99/month,Unlimited subscription,2 hours
False,Business & Management,2 weeks,Digital Marketing Content Creation: Podcast Creation and Distribution,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Digital Marketing Content Creation: Online Writing,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Digital Marketing Content Creation: Marketing Channels and Content Mix,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Business & Management,2 weeks,Digital Marketing Content Creation: Video Creation and Editing,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,Nature & Environment,4 weeks,The Challenge of Global Water Security,Cardiff University,35,4.6 ,€23.99/month,Unlimited subscription,3 hours
False,Teaching,2 weeks,Sustainability Through Film,Into Film,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Soft Skills for Navigating Global Challenges,Ubiquity University,,,€23.99/month,Unlimited subscription,3 hours
False,IT & Computer Science,2 weeks,Microsoft Future Ready: Introduction to Design Thinking,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Digital Marketing Content Creation: Hosting and Measurement,The Open University,,,€36/month,Part of ExpertTrack,4 hours
False,"Science, Engineering & Maths",2 weeks,Microsoft Future Ready: Fundamentals of Big Data,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,3 weeks,Microsoft Future Ready: Fundamentals of Internet of Things (IoT),"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,Microsoft Future Ready: Fundamentals of Enterprise Security,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,3 weeks,Microsoft Future Ready: Developing Applications Using Javascript,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,Business & Management,2 weeks,Introduction to Marketing: Understanding your Customers,Institute of Data & Marketing,,,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,5 weeks,Leadership Skills for Building a Global Community,Ubiquity University,,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,3 weeks,Introduction to Marketing: Omnichannel Marketing and Analysis,Institute of Data & Marketing,,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,3 weeks,Instructional Design: Facilitation Skills,"University of California, Irvine",,,€23.99/month,Unlimited subscription,3 hours
False,Teaching,3 weeks,Instructional Design: Educational Media,"University of California, Irvine",,,€23.99/month,Unlimited subscription,3 hours
False,Business & Management,2 weeks,Introduction to Marketing: Fundamentals of Marketing,Institute of Data & Marketing,,,€23.99/month,Unlimited subscription,4 hours
True,IT & Computer Science,3 weeks,Microsoft Dynamics 365 Fundamentals,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,Teaching,3 weeks,Instructional Design: Course Planning and Pedagogy,"University of California, Irvine",,,€23.99/month,Unlimited subscription,3 hours
False,"Science, Engineering & Maths",4 weeks,Logic: The Language of Truth,University of York,46,4.3 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,4 weeks,Introduction to Home Ownership and Mortgages,Chartered Insurance Institute,,,€23.99/month,Unlimited subscription,2 hours
True,Language,3 weeks,English for STEM: Understanding Engineering Vocabulary,Macquarie University,,,€29,Premium course,3 hours
False,History,4 weeks,Exploring Stone Age Archaeology: The Mysteries of Star Carr,University of York,613,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Teaching,4 weeks,Learning During and After COVID-19: Developing Online Education Programmes,Museum of New Zealand Te Papa Tongarewa,,,€23.99/month,Unlimited subscription,3 hours
True,IT & Computer Science,3 weeks,Dynamics 365: Working with Power Platform Automation,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
True,IT & Computer Science,2 weeks,Dynamics 365: Testing and Deploying Power Platform Applications,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
True,IT & Computer Science,3 weeks,Dynamics 365: Implementing Power Platform Integrations,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
True,IT & Computer Science,4 weeks,Dynamics 365: Using Power Platform Applications,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,IT & Computer Science,4 weeks,Data Visualisation with Python: Seaborn and Scatter Plots,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
True,IT & Computer Science,3 weeks,Dynamics 365: Customer Engagement for Sales,"CloudSwyft Global Systems, Inc.",,,€23.99/month,Unlimited subscription,5 hours
False,History,3 weeks,History Branding: Using History to Strengthen Corporate Identity,Luleå University of Technology,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,4 weeks,Data Visualisation with Python: Matplotlib and Visual Analysis,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,IT & Computer Science,4 weeks,Data Visualisation with Python: Bokeh and Advanced Layouts,FutureLearn,,,€23.99/month,Unlimited subscription,4 hours
False,Politics & Society,3 weeks,Understanding and Solving Poverty and Inequality,University of York,32,4.7 ,€23.99/month,Unlimited subscription,4 hours
False,Politics & Society,6 weeks,Tackling Modern Slavery: An Introduction,University of Central Lancashire,8,4.4 ,€23.99/month,Unlimited subscription,2 hours
False,IT & Computer Science,3 weeks,AWS: Essential Optimisation for Cloud Cost Management,AWS Training and Certification,,,€23.99/month,Unlimited subscription,4 hours
False,Teaching,3 weeks,Volunteering with Refugees,Cambridge University Press & Assessment,42,4.8 ,€23.99/month,Unlimited subscription,4 hours
False,Business & Management,3 weeks,Service Science and Sustainability,National Tsing Hua University (NTHU),,,€23.99/month,Unlimited subscription,4 hours
True,Teaching,3 weeks,Start a CoderDojo Club,Raspberry Pi Foundation,12,4.9 ,€23.99/month,Unlimited subscription,2 hours
False,Nature & Environment,3 weeks,Sustainable Transportation: An Introduction to E-Mobility,Labdox,,,€23.99/month,Unlimited subscription,4 hours
